# Copyright 2019 Maxence Thevenet
#
# This file is part of WarpX.
#
# License: BSD-3-Clause-LBNL

# Reference:
# Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2014).
# NIST Atomic Spectra Database (ver. 5.2), [Online].
# Available: http://physics.nist.gov/asd [2017, March 3].

# License (from https://www.nist.gov/director/licensing):
# This data was developed by employees of the National Institute of Standards
# and Technology (NIST), an agency of the Federal Government. Pursuant to title
# 17 United States Code Section 105, works of NIST employees are not subject to
# copyright protection in the United States and are considered to be in the
# public domain.
# The data is provided by NIST as a public service and is expressly provided
# "AS IS." NIST MAKES NO WARRANTY OF ANY KIND, EXPRESS, IMPLIED OR STATUTORY,
# INCLUDING, WITHOUT LIMITATION, THE IMPLIED WARRANTY OF MERCHANTABILITY,
# FITNESS FOR A PARTICULAR PURPOSE, NON-INFRINGEMENT AND DATA ACCURACY. NIST
# does not warrant or make any representations regarding the use of the data or
# the results thereof, including but not limited to the correctness, accuracy,
# reliability or usefulness of the data. NIST SHALL NOT BE LIABLE AND YOU
# HEREBY RELEASE NIST FROM LIABILITY FOR ANY INDIRECT, CONSEQUENTIAL, SPECIAL,
# OR INCIDENTAL DAMAGES (INCLUDING DAMAGES FOR LOSS OF BUSINESS PROFITS,
# BUSINESS INTERRUPTION, LOSS OF BUSINESS INFORMATION, AND THE LIKE), WHETHER
# ARISING IN TORT, CONTRACT, OR OTHERWISE, ARISING FROM OR RELATING TO THE DATA
# (OR THE USE OF OR INABILITY TO USE THIS DATA), EVEN IF NIST HAS BEEN ADVISED
# OF THE POSSIBILITY OF SUCH DAMAGES.
# To the extent that NIST may hold copyright in countries other than the United
# States, you are hereby granted the non-exclusive irrevocable and unconditional
# right to print, publish, prepare derivative works and distribute the NIST
# data, in any medium, or authorize others to do so on your behalf, on a
# royalty-free basis throughout the world.
# You may improve, modify, and create derivative works of the data or any
# portion of the data, and you may copy and distribute such modifications or
# works. Modified works should carry a notice stating that you changed the data
# and should note the date and nature of any such change. Please explicitly
# acknowledge the National Institute of Standards and Technology as the source
# of the data: Data citation recommendations are provided below.
# Permission to use this data is contingent upon your acceptance of the terms
# of this agreement and upon your providing appropriate acknowledgments of
# NIST's creation of the data.

-----------------------------------------------------------------------------
At. num | Sp. Name      | Ion Charge |        Ionization Energy (eV)        |
     42 | Mo XXXVII     |        +36 |        [5084]                        |
     42 | Mo XXXVIII    |        +37 |        [5287]                        |
     42 | Mo XXXIX      |        +38 |        [5548]                        |
     42 | Mo XL         |        +39 |        (5713.194)                    |
     42 | Mo XLI        |        +40 |       (23810.654)                    |
     42 | Mo XLII       |        +41 |       (24572.213)                    |
     43 | Tc I          |          0 |            7.11938                   |
     43 | Tc II         |         +1 |          [15.26]                     |
     43 | Tc III        |         +2 |          [29.55]                     |
     43 | Tc IV         |         +3 |          (41.0)                      |
     43 | Tc V          |         +4 |          (57.0)                      |
     43 | Tc VI         |         +5 |          (72.0)                      |
     43 | Tc VII        |         +6 |          (88.0)                      |
     43 | Tc VIII       |         +7 |         (150.0)                      |
     43 | Tc IX         |         +8 |         (169.0)                      |
     43 | Tc X          |         +9 |         (189.9)                      |
     43 | Tc XI         |        +10 |         (214.0)                      |
     43 | Tc XII        |        +11 |         (239.0)                      |
     43 | Tc XIII       |        +12 |         [262.08]                     |
     43 | Tc XIV        |        +13 |         (311)                        |
     43 | Tc XV         |        +14 |         [338.55]                     |
     43 | Tc XVI        |        +15 |         (604)                        |
     43 | Tc XVII       |        +16 |         (655)                        |
     43 | Tc XVIII      |        +17 |         (713)                        |
     43 | Tc XIX        |        +18 |         (773)                        |
     43 | Tc XX         |        +19 |         (829)                        |
     43 | Tc XXI        |        +20 |         (904)                        |
     43 | Tc XXII       |        +21 |         (968)                        |
     43 | Tc XXIII      |        +22 |        (1032)                        |
     43 | Tc XXIV       |        +23 |        (1102)                        |
     43 | Tc XXV        |        +24 |        (1166)                        |
     43 | Tc XXVI       |        +25 |        [1354]                        |
     43 | Tc XXVII      |        +26 |        [1411.6]                      |
     43 | Tc XXVIII     |        +27 |        [1479.5]                      |
     43 | Tc XXIX       |        +28 |        [1559]                        |
     43 | Tc XXX        |        +29 |        [1638]                        |
     43 | Tc XXXI       |        +30 |        [1689]                        |
     43 | Tc XXXII      |        +31 |        [1838]                        |
     43 | Tc XXXIII     |        +32 |        [1900.28]                     |
     43 | Tc XXXIV      |        +33 |        [4505.0]                      |
     43 | Tc XXXV       |        +34 |        [4681]                        |
     43 | Tc XXXVI      |        +35 |        [4874]                        |
     43 | Tc XXXVII     |        +36 |        [5060]                        |
     43 | Tc XXXVIII    |        +37 |        [5361]                        |
     43 | Tc XXXIX      |        +38 |        [5570]                        |
     43 | Tc XL         |        +39 |        [5838]                        |
     43 | Tc XLI        |        +40 |        (6008.391)                    |
     43 | Tc XLII       |        +41 |       (25004.533)                    |
     43 | Tc XLIII      |        +42 |       (25787.047)                    |
     44 | Ru I          |          0 |            7.36050                   |
     44 | Ru II         |         +1 |          [16.76]                     |
     44 | Ru III        |         +2 |          [28.47]                     |
     44 | Ru IV         |         +3 |          (45.0)                      |
     44 | Ru V          |         +4 |          (59.0)                      |
     44 | Ru VI         |         +5 |          (76.0)                      |
     44 | Ru VII        |         +6 |          (93.0)                      |
     44 | Ru VIII       |         +7 |         (110.0)                      |
     44 | Ru IX         |         +8 |         [178.41]                     |
     44 | Ru X          |         +9 |         (198.0)                      |
     44 | Ru XI         |        +10 |         (219.9)                      |
     44 | Ru XII        |        +11 |         (245.0)                      |
     44 | Ru XIII       |        +12 |         (271)                        |
     44 | Ru XIV        |        +13 |         [295.90]                     |
     44 | Ru XV         |        +14 |         (348)                        |
     44 | Ru XVI        |        +15 |          376.25                      |
     44 | Ru XVII       |        +16 |         (670)                        |
     44 | Ru XVIII      |        +17 |         (723)                        |
     44 | Ru XIX        |        +18 |         (784)                        |
     44 | Ru XX         |        +19 |         (845)                        |
     44 | Ru XXI        |        +20 |         (905)                        |
     44 | Ru XXII       |        +21 |         (981)                        |
     44 | Ru XXIII      |        +22 |        (1048)                        |
     44 | Ru XXIV       |        +23 |        (1115)                        |
     44 | Ru XXV        |        +24 |        (1187)                        |
     44 | Ru XXVI       |        +25 |        (1253)                        |
     44 | Ru XXVII      |        +26 |        [1447]                        |
     44 | Ru XXVIII     |        +27 |        [1506.7]                      |
     44 | Ru XXIX       |        +28 |        [1577.0]                      |
     44 | Ru XXX        |        +29 |        [1659]                        |
     44 | Ru XXXI       |        +30 |        [1743]                        |
     44 | Ru XXXII      |        +31 |        [1794]                        |
     44 | Ru XXXIII     |        +32 |        [1949]                        |
     44 | Ru XXXIV      |        +33 |        [2013.04]                     |
     44 | Ru XXXV       |        +34 |        [4758]                        |
     44 | Ru XXXVI      |        +35 |        [4939]                        |
     44 | Ru XXXVII     |        +36 |        [5136]                        |
     44 | Ru XXXVIII    |        +37 |        [5330]                        |
     44 | Ru XXXIX      |        +38 |        [5647]                        |
     44 | Ru XL         |        +39 |        [5861]                        |
     44 | Ru XLI        |        +40 |        [6137]                        |
     44 | Ru XLII       |        +41 |        (6311.721)                    |
     44 | Ru XLIII      |        +42 |       (26229.895)                    |
     44 | Ru XLIV       |        +43 |       (27033.564)                    |
     45 | Rh I          |          0 |            7.45890                   |
     45 | Rh II         |         +1 |          [18.08]                     |
     45 | Rh III        |         +2 |          [31.06]                     |
     45 | Rh IV         |         +3 |          (42.0)                      |
     45 | Rh V          |         +4 |          (63.0)                      |
     45 | Rh VI         |         +5 |          (80.0)                      |
     45 | Rh VII        |         +6 |          (97.0)                      |
     45 | Rh VIII       |         +7 |         (115.1)                      |
     45 | Rh IX         |         +8 |         (135.0)                      |
     45 | Rh X          |         +9 |         [207.51]                     |
     45 | Rh XI         |        +10 |         (228.0)                      |
     45 | Rh XII        |        +11 |         (252.1)                      |
     45 | Rh XIII       |        +12 |         (277)                        |
     45 | Rh XIV        |        +13 |         (306)                        |
     45 | Rh XV         |        +14 |         [331.58]                     |
     45 | Rh XVI        |        +15 |         (389.3)                      |
     45 | Rh XVII       |        +16 |         [415.97]                     |
     45 | Rh XVIII      |        +17 |         (739)                        |
     45 | Rh XIX        |        +18 |         (794)                        |
     45 | Rh XX         |        +19 |         (857)                        |
     45 | Rh XXI        |        +20 |         (921)                        |
     45 | Rh XXII       |        +21 |         (984)                        |
     45 | Rh XXIII      |        +22 |        (1061)                        |
     45 | Rh XXIV       |        +23 |        (1131)                        |
     45 | Rh XXV        |        +24 |        (1202)                        |
     45 | Rh XXVI       |        +25 |        (1274)                        |
     45 | Rh XXVII      |        +26 |        (1344)                        |
     45 | Rh XXVIII     |        +27 |        [1544]                        |
     45 | Rh XXIX       |        +28 |        [1604.9]                      |
     45 | Rh XXX        |        +29 |        [1677.6]                      |
     45 | Rh XXXI       |        +30 |        [1763]                        |
     45 | Rh XXXII      |        +31 |        [1851]                        |
     45 | Rh XXXIII     |        +32 |        [1903]                        |
     45 | Rh XXXIV      |        +33 |        [2063]                        |
     45 | Rh XXXV       |        +34 |        [2129.22]                     |
     45 | Rh XXXVI      |        +35 |        [5018]                        |
     45 | Rh XXXVII     |        +36 |        [5203]                        |
     45 | Rh XXXVIII    |        +37 |        [5406]                        |
     45 | Rh XXXIX      |        +38 |        [5600]                        |
     45 | Rh XL         |        +39 |        [5940]                        |
     45 | Rh XLI        |        +40 |        [6161]                        |
     45 | Rh XLII       |        +41 |        [6444]                        |
     45 | Rh XLIII      |        +42 |        (6623.262)                    |
     45 | Rh XLIV       |        +43 |       (27486.983)                    |
     45 | Rh XLV        |        +44 |       (28312.031)                    |
     46 | Pd I          |          0 |            8.336839                  |
     46 | Pd II         |         +1 |          [19.43]                     |
     46 | Pd III        |         +2 |          [32.93]                     |
     46 | Pd IV         |         +3 |          (46.0)                      |
     46 | Pd V          |         +4 |          (61.0)                      |
     46 | Pd VI         |         +5 |          (84.1)                      |
     46 | Pd VII        |         +6 |         (101.0)                      |
     46 | Pd VIII       |         +7 |         (120.0)                      |
     46 | Pd IX         |         +8 |         (141.0)                      |
     46 | Pd X          |         +9 |         (159.9)                      |
     46 | Pd XI         |        +10 |         [238.57]                     |
     46 | Pd XII        |        +11 |         (260.0)                      |
     46 | Pd XIII       |        +12 |         (286)                        |
     46 | Pd XIV        |        +13 |         (311)                        |
     46 | Pd XV         |        +14 |         (342)                        |
     46 | Pd XVI        |        +15 |         [369.10]                     |
     46 | Pd XVII       |        +16 |         (427)                        |
     46 | Pd XVIII      |        +17 |         [457.50]                     |
     46 | Pd XIX        |        +18 |         (810)                        |
     46 | Pd XX         |        +19 |         (869)                        |
     46 | Pd XXI        |        +20 |         (933)                        |
     46 | Pd XXII       |        +21 |        (1000)                        |
     46 | Pd XXIII      |        +22 |        (1065)                        |
     46 | Pd XXIV       |        +23 |        (1145)                        |
     46 | Pd XXV        |        +24 |        (1218)                        |
     46 | Pd XXVI       |        +25 |        (1290)                        |
     46 | Pd XXVII      |        +26 |        (1366)                        |
     46 | Pd XXVIII     |        +27 |        (1438)                        |
     46 | Pd XXIX       |        +28 |        [1644]                        |
     46 | Pd XXX        |        +29 |        [1706.2]                      |
     46 | Pd XXXI       |        +30 |        [1781.3]                      |
     46 | Pd XXXII      |        +31 |        [1869]                        |
     46 | Pd XXXIII     |        +32 |        [1962]                        |
     46 | Pd XXXIV      |        +33 |        [2016]                        |
     46 | Pd XXXV       |        +34 |        [2181]                        |
     46 | Pd XXXVI      |        +35 |        [2248.87]                     |
     46 | Pd XXXVII     |        +36 |        [5284]                        |
     46 | Pd XXXVIII    |        +37 |        [5475]                        |
     46 | Pd XXXIX      |        +38 |        [5683]                        |
     46 | Pd XL         |        +39 |        [5880]                        |
     46 | Pd XLI        |        +40 |        [6242]                        |
     46 | Pd XLII       |        +41 |        [6469]                        |
     46 | Pd XLIII      |        +42 |        [6759]                        |
     46 | Pd XLIV       |        +43 |        (6943.097)                    |
     46 | Pd XLV        |        +44 |       (28776.034)                    |
     46 | Pd XLVI       |        +45 |       (29622.678)                    |
     47 | Ag I          |          0 |            7.576234                  |
     47 | Ag II         |         +1 |           21.4844                    |
     47 | Ag III        |         +2 |          [34.8]                      |
     47 | Ag IV         |         +3 |          (49.0)                      |
     47 | Ag V          |         +4 |          (65.0)                      |
     47 | Ag VI         |         +5 |          (82.0)                      |
     47 | Ag VII        |         +6 |         (106.0)                      |
     47 | Ag VIII       |         +7 |         (125.0)                      |
     47 | Ag IX         |         +8 |         (145.1)                      |
     47 | Ag X          |         +9 |         (167.0)                      |
     47 | Ag XI         |        +10 |         (188.0)                      |
     47 | Ag XII        |        +11 |         [271.46]                     |
     47 | Ag XIII       |        +12 |         (294)                        |
     47 | Ag XIV        |        +13 |         (321)                        |
     47 | Ag XV         |        +14 |         (347)                        |
     47 | Ag XVI        |        +15 |         (381)                        |
     47 | Ag XVII       |        +16 |         [408.43]                     |
     47 | Ag XVIII      |        +17 |         (469)                        |
     47 | Ag XIX        |        +18 |         [500.87]                     |
     47 | Ag XX         |        +19 |         (885)                        |
     47 | Ag XXI        |        +20 |         (946)                        |
     47 | Ag XXII       |        +21 |        (1013)                        |
     47 | Ag XXIII      |        +22 |        (1082)                        |
     47 | Ag XXIV       |        +23 |        (1149)                        |
     47 | Ag XXV        |        +24 |        (1231)                        |
     47 | Ag XXVI       |        +25 |        (1308)                        |
     47 | Ag XXVII      |        +26 |        (1382)                        |
     47 | Ag XXVIII     |        +27 |        (1460)                        |
     47 | Ag XXIX       |        +28 |        (1535)                        |
     47 | Ag XXX        |        +29 |        [1747]                        |
     47 | Ag XXXI       |        +30 |        [1810.5]                      |
     47 | Ag XXXII      |        +31 |        [1888.0]                      |
     47 | Ag XXXIII     |        +32 |        [1979]                        |
     47 | Ag XXXIV      |        +33 |        [2077]                        |
     47 | Ag XXXV       |        +34 |        [2131]                        |
     47 | Ag XXXVI      |        +35 |        [2302]                        |
     47 | Ag XXXVII     |        +36 |        [2371.99]                     |
     47 | Ag XXXVIII    |        +37 |        [5558]                        |
     47 | Ag XXXIX      |        +38 |        [5753]                        |
     47 | Ag XL         |        +39 |        [5966]                        |
     47 | Ag XLI        |        +40 |        [6170]                        |
     47 | Ag XLII       |        +41 |        [6551]                        |
     47 | Ag XLIII      |        +42 |        [6785]                        |
     47 | Ag XLIV       |        +43 |        [7082]                        |
     47 | Ag XLV        |        +44 |        (7271.298)                    |
     47 | Ag XLVI       |        +45 |       (30097.318)                    |
     47 | Ag XLVII      |        +46 |       (30965.780)                    |
     48 | Cd I          |          0 |            8.993820                  |
     48 | Cd II         |         +1 |           16.908313                  |
     48 | Cd III        |         +2 |           37.468                     |
     48 | Cd IV         |         +3 |          (51.0)                      |
     48 | Cd V          |         +4 |          (67.9)                      |
     48 | Cd VI         |         +5 |          (87.0)                      |
     48 | Cd VII        |         +6 |         (105.0)                      |
     48 | Cd VIII       |         +7 |         (130.1)                      |
     48 | Cd IX         |         +8 |         (150.0)                      |
     48 | Cd X          |         +9 |         (173.0)                      |
     48 | Cd XI         |        +10 |         (195.0)                      |
     48 | Cd XII        |        +11 |         (218.0)                      |
     48 | Cd XIII       |        +12 |         (305)                        |
     48 | Cd XIV        |        +13 |         (329)                        |
     48 | Cd XV         |        +14 |         (358)                        |
     48 | Cd XVI        |        +15 |         (385)                        |
     48 | Cd XVII       |        +16 |         (421)                        |
     48 | Cd XVIII      |        +17 |         [452.6]                      |
     48 | Cd XIX        |        +18 |         (513)                        |
     48 | Cd XX         |        +19 |         [546.19]                     |
     48 | Cd XXI        |        +20 |         (963)                        |
     48 | Cd XXII       |        +21 |        (1026)                        |
     48 | Cd XXIII      |        +22 |        (1095)                        |
     48 | Cd XXIV       |        +23 |        (1167)                        |
     48 | Cd XXV        |        +24 |        (1237)                        |
     48 | Cd XXVI       |        +25 |        (1320)                        |
     48 | Cd XXVII      |        +26 |        (1401)                        |
     48 | Cd XXVIII     |        +27 |        (1477)                        |
     48 | Cd XXIX       |        +28 |        (1558)                        |
     48 | Cd XXX        |        +29 |        (1635)                        |
     48 | Cd XXXI       |        +30 |        [1852]                        |
     48 | Cd XXXII      |        +31 |        [1917.9]                      |
     48 | Cd XXXIII     |        +32 |        [1998]                        |
     48 | Cd XXXIV      |        +33 |        [2091]                        |
     48 | Cd XXXV       |        +34 |        [2195]                        |
     48 | Cd XXXVI      |        +35 |        [2250]                        |
     48 | Cd XXXVII     |        +36 |        [2427]                        |
     48 | Cd XXXVIII    |        +37 |        [2498.62]                     |
     48 | Cd XXXIX      |        +38 |        [5839]                        |
     48 | Cd XL         |        +39 |        [6039]                        |
     48 | Cd XLI        |        +40 |        [6257]                        |
     48 | Cd XLII       |        +41 |        [6460]                        |
     48 | Cd XLIII      |        +42 |        [6869]                        |
     48 | Cd XLIV       |        +43 |        [7109]                        |
     48 | Cd XLV        |        +44 |        [7414]                        |
     48 | Cd XLVI       |        +45 |        (7607.95)                     |
     48 | Cd XLVII      |        +46 |       (31451.062)                    |
     48 | Cd XLVIII     |        +47 |       (32341.587)                    |
     49 | In I          |          0 |            5.7863558                 |
     49 | In II         |         +1 |           18.87041                   |
     49 | In III        |         +2 |           28.04415                   |
     49 | In IV         |         +3 |           55.45                      |
     49 | In V          |         +4 |          [69.3]                      |
     49 | In VI         |         +5 |          (90.0)                      |
     49 | In VII        |         +6 |         (109.0)                      |
     49 | In VIII       |         +7 |         (130.1)                      |
     49 | In IX         |         +8 |         (156.0)                      |
     49 | In X          |         +9 |         (178.0)                      |
     49 | In XI         |        +10 |         (201.0)                      |
     49 | In XII        |        +11 |         (226.0)                      |
     49 | In XIII       |        +12 |         (249)                        |
     49 | In XIV        |        +13 |         (341)                        |
     49 | In XV         |        +14 |         (368)                        |
     49 | In XVI        |        +15 |         (396)                        |
     49 | In XVII       |        +16 |         (425)                        |
     49 | In XVIII      |        +17 |         (462)                        |
     49 | In XIX        |        +18 |         [497.1]                      |
     49 | In XX         |        +19 |         (560)                        |
     49 | In XXI        |        +20 |         [593.38]                     |
     49 | In XXII       |        +21 |        (1043)                        |
     49 | In XXIII      |        +22 |        (1109)                        |
     49 | In XXIV       |        +23 |        (1181)                        |
     49 | In XXV        |        +24 |        (1255)                        |
     49 | In XXVI       |        +25 |        (1328)                        |
     49 | In XXVII      |        +26 |        (1413)                        |
     49 | In XXVIII     |        +27 |        (1496)                        |
     49 | In XXIX       |        +28 |        (1575)                        |
     49 | In XXX        |        +29 |        (1659)                        |
     49 | In XXXI       |        +30 |        (1738)                        |
     49 | In XXXII      |        +31 |        [1961]                        |
     49 | In XXXIII     |        +32 |        [2028.5]                      |
     49 | In XXXIV      |        +33 |        [2111]                        |
     49 | In XXXV       |        +34 |        [2207]                        |
     49 | In XXXVI      |        +35 |        [2317]                        |
     49 | In XXXVII     |        +36 |        [2373]                        |
     49 | In XXXVIII    |        +37 |        [2555]                        |
     49 | In XXXIX      |        +38 |        [2628.77]                     |
     49 | In XL         |        +39 |        [6126]                        |
     49 | In XLI        |        +40 |        [6331]                        |
     49 | In XLII       |        +41 |        [6554]                        |
     49 | In XLIII      |        +42 |        [6770]                        |
     49 | In XLIV       |        +43 |        [7196]                        |
     49 | In XLV        |        +44 |        [7442]                        |
     49 | In XLVI       |        +45 |        [7754]                        |
     49 | In XLVII      |        +46 |        (7953.14)                     |
     49 | In XLVIII     |        +47 |       (32837.592)                    |
     49 | In XLIX       |        +48 |       (33750.404)                    |
     50 | Sn I          |          0 |            7.343918                  |
     50 | Sn II         |         +1 |           14.63307                   |
     50 | Sn III        |         +2 |           30.506                     |
     50 | Sn IV         |         +3 |           40.74                      |
     50 | Sn V          |         +4 |           77.03                      |
     50 | Sn VI         |         +5 |          (94.0)                      |
     50 | Sn VII        |         +6 |         (112.9)                      |
     50 | Sn VIII       |         +7 |         (135.0)                      |
     50 | Sn IX         |         +8 |         (156.0)                      |
     50 | Sn X          |         +9 |         (184.0)                      |
     50 | Sn XI         |        +10 |         (208.0)                      |
     50 | Sn XII        |        +11 |         (232.0)                      |
     50 | Sn XIII       |        +12 |         (258)                        |
     50 | Sn XIV        |        +13 |         (282)                        |
     50 | Sn XV         |        +14 |         (379)                        |
     50 | Sn XVI        |        +15 |         (407)                        |
     50 | Sn XVII       |        +16 |         (437)                        |
     50 | Sn XVIII      |        +17 |         (466)                        |
     50 | Sn XIX        |        +18 |         (506)                        |
     50 | Sn XX         |        +19 |         (537)                        |
     50 | Sn XXI        |        +20 |         (608)                        |
     50 | Sn XXII       |        +21 |         [642.35]                     |
     50 | Sn XXIII      |        +22 |        (1127)                        |
     50 | Sn XXIV       |        +23 |        (1195)                        |
     50 | Sn XXV        |        +24 |        (1269)                        |
     50 | Sn XXVI       |        +25 |        (1347)                        |
     50 | Sn XXVII      |        +26 |        (1421)                        |
     50 | Sn XXVIII     |        +27 |        (1508)                        |
     50 | Sn XXIX       |        +28 |        (1596)                        |
     50 | Sn XXX        |        +29 |        (1676)                        |
     50 | Sn XXXI       |        +30 |        (1763)                        |
     50 | Sn XXXII      |        +31 |        (1844)                        |
     50 | Sn XXXIII     |        +32 |        [2074]                        |
     50 | Sn XXXIV      |        +33 |        [2142.1]                      |
     50 | Sn XXXV       |        +34 |        [2227]                        |
     50 | Sn XXXVI      |        +35 |        [2326]                        |
     50 | Sn XXXVII     |        +36 |        [2443]                        |
     50 | Sn XXXVIII    |        +37 |        [2499]                        |
     50 | Sn XXXIX      |        +38 |        [2687]                        |
     50 | Sn XL         |        +39 |        [2762.49]                     |
     50 | Sn XLI        |        +40 |        [6421]                        |
     50 | Sn XLII       |        +41 |        [6631]                        |
     50 | Sn XLIII      |        +42 |        [6859]                        |
     50 | Sn XLIV       |        +43 |        [7080]                        |
     50 | Sn XLV        |        +44 |        [7531]                        |
     50 | Sn XLVI       |        +45 |        (7790)                        |
     50 | Sn XLVII      |        +46 |        [8103]                        |
     50 | Sn XLVIII     |        +47 |        (8306.95)                     |
     50 | Sn XLIX       |        +48 |       (34257.143)                    |
     50 | Sn L          |        +49 |       (35192.501)                    |
     51 | Sb I          |          0 |            8.608389                  |
     51 | Sb II         |         +1 |           16.626                     |
     51 | Sb III        |         +2 |           25.3235                    |
     51 | Sb IV         |         +3 |           43.804                     |
     51 | Sb V          |         +4 |          [55.00]                     |
     51 | Sb VI         |         +5 |           99.51                      |
     51 | Sb VII        |         +6 |         (117.0)                      |
     51 | Sb VIII       |         +7 |         (139.0)                      |
     51 | Sb IX         |         +8 |         (162.0)                      |
     51 | Sb X          |         +9 |         (185.0)                      |
     51 | Sb XI         |        +10 |         (214.0)                      |
     51 | Sb XII        |        +11 |         (238.0)                      |
     51 | Sb XIII       |        +12 |         (265)                        |
     51 | Sb XIV        |        +13 |         (292)                        |
     51 | Sb XV         |        +14 |         (317)                        |
     51 | Sb XVI        |        +15 |         (420)                        |
     51 | Sb XVII       |        +16 |         (447)                        |
     51 | Sb XVIII      |        +17 |         (479)                        |
     51 | Sb XIX        |        +18 |         (510)                        |
     51 | Sb XX         |        +19 |         (552)                        |
     51 | Sb XXI        |        +20 |         (584)                        |
     51 | Sb XXII       |        +21 |         (657)                        |
     51 | Sb XXIII      |        +22 |         [693.26]                     |
     51 | Sb XXIV       |        +23 |        (1214)                        |
     51 | Sb XXV        |        +24 |        (1285)                        |
     51 | Sb XXVI       |        +25 |        (1360)                        |
     51 | Sb XXVII      |        +26 |        (1441)                        |
     51 | Sb XXVIII     |        +27 |        (1518)                        |
     51 | Sb XXIX       |        +28 |        (1606)                        |
     51 | Sb XXX        |        +29 |        (1698)                        |
     51 | Sb XXXI       |        +30 |        (1781)                        |
     51 | Sb XXXII      |        +31 |        (1869)                        |
     51 | Sb XXXIII     |        +32 |        (1954)                        |
     51 | Sb XXXIV      |        +33 |        (2190)                        |
     51 | Sb XXXV       |        +34 |        (2266)                        |
     51 | Sb XXXVI      |        +35 |        (2349)                        |
     51 | Sb XXXVII     |        +36 |        (2428)                        |
     51 | Sb XXXVIII    |        +37 |        (2567)                        |
     51 | Sb XXXIX      |        +38 |        (2654)                        |
     51 | Sb XL         |        +39 |        (2815)                        |
     51 | Sb XLI        |        +40 |        [2900.0]                      |
     51 | Sb XLII       |        +41 |        (6714)                        |
     51 | Sb XLIII      |        +42 |        (6929)                        |
     51 | Sb XLIV       |        +43 |        (7167)                        |
     51 | Sb XLV        |        +44 |        (7390)                        |
     51 | Sb XLVI       |        +45 |        (7887)                        |
     51 | Sb XLVII      |        +46 |        (8140)                        |
     51 | Sb XLVIII     |        +47 |        (8455)                        |
     51 | Sb XLIX       |        +48 |        (8669.48)                     |
     51 | Sb L          |        +49 |       (35710.028)                    |
     51 | Sb LI         |        +50 |       (36668.183)                    |
     52 | Te I          |          0 |              9.009808                |
     52 | Te II         |         +1 |             18.6                     |
     52 | Te III        |         +2 |             27.84                    |
     52 | Te IV         |         +3 |             37.4155                  |
     52 | Te V          |         +4 |             59.3                     |
     52 | Te VI         |         +5 |            (69.1)                    |
     52 | Te VII        |         +6 |            124.20                    |
     52 | Te VIII       |         +7 |           (143.0)                    |
     52 | Te IX         |         +8 |           (167.0)                    |
     52 | Te X          |         +9 |           (191.1)                    |
     52 | Te XI         |        +10 |           (215.0)                    |
     52 | Te XII        |        +11 |           (245.0)                    |
     52 | Te XIII       |        +12 |           (272)                      |
     52 | Te XIV        |        +13 |           (299)                      |
     52 | Te XV         |        +14 |           (328)                      |
     52 | Te XVI        |        +15 |           (354)                      |
     52 | Te XVII       |        +16 |           (461)                      |
     52 | Te XVIII      |        +17 |           (491)                      |
     52 | Te XIX        |        +18 |           (522)                      |
     52 | Te XX         |        +19 |           (555)                      |
     52 | Te XXI        |        +20 |           (599)                      |
     52 | Te XXII       |        +21 |           (633)                      |
     52 | Te XXIII      |        +22 |           (709)                      |
     52 | Te XXIV       |        +23 |           [746.12]                   |
     52 | Te XXV        |        +24 |          (1304)                      |
     52 | Te XXVI       |        +25 |          (1377)                      |
     52 | Te XXVII      |        +26 |          (1455)                      |
     52 | Te XXVIII     |        +27 |          (1538)                      |
     52 | Te XXIX       |        +28 |          (1618)                      |
     52 | Te XXX        |        +29 |          (1707)                      |
     52 | Te XXXI       |        +30 |          (1803)                      |
     52 | Te XXXII      |        +31 |          (1889)                      |
     52 | Te XXXIII     |        +32 |          (1979)                      |
     52 | Te XXXIV      |        +33 |          (2066)                      |
     52 | Te XXXV       |        +34 |          (2309)                      |
     52 | Te XXXVI      |        +35 |          (2386)                      |
     52 | Te XXXVII     |        +36 |          (2472)                      |
     52 | Te XXXVIII    |        +37 |          (2552)                      |
     52 | Te XXXIX      |        +38 |          (2700)                      |
     52 | Te XL         |        +39 |          (2788)                      |
     52 | Te XLI        |        +40 |          (2954)                      |
     52 | Te XLII       |        +41 |          [3041.0]                    |
     52 | Te XLIII      |        +42 |          (7022)                      |
     52 | Te XLIV       |        +43 |          (7243)                      |
     52 | Te XLV        |        +44 |          (7485)                      |
     52 | Te XLVI       |        +45 |          (7714)                      |
     52 | Te XLVII      |        +46 |          (8240)                      |
     52 | Te XLVIII     |        +47 |          (8499)                      |
     52 | Te XLIX       |        +48 |          (8821)                      |
     52 | Te L          |        +49 |          (9040.83)                   |
     52 | Te LI         |        +50 |         (37196.522)                  |
     52 | Te LII        |        +51 |         (38177.740)                  |
     53 | I I           |          0 |             10.451260                |
     53 | I II          |         +1 |             19.13126                 |
     53 | I III         |         +2 |             29.570                   |
     53 | I IV          |         +3 |             40.357                   |
     53 | I V           |         +4 |             51.52                    |
     53 | I VI          |         +5 |            [74.4]                    |
     53 | I VII         |         +6 |            [87.61]                   |
     53 | I VIII        |         +7 |            150.81                    |
     53 | I IX          |         +8 |           (171.0)                    |
     53 | I X           |         +9 |           (197.0)                    |
     53 | I XI          |        +10 |           (220.9)                    |
